    -25.82703205       0.00000000       0.00000000       0.00000000
    -25.79982067       0.00000000       0.00000000       0.00000000
    -25.77260928       0.00000000       0.00000000       0.00000000
    -25.74539790       0.00000000       0.00000000       0.00000000
    -25.71818651       0.00000000       0.00000000       0.00000000
    -25.69097513       0.00000000       0.00000000       0.00000000
    -25.66376375       0.00000000       0.00000000       0.00000000
    -25.63655236       0.00000000       0.00000000       0.00000000
    -25.60934098       0.00000000       0.00000000       0.00000000
    -25.58212959       0.00000000       0.00000000       0.00000000
    -25.55491821       0.00000000       0.00000000       0.00000000
    -25.52770683       0.00000000       0.00000000       0.00000000
    -25.50049544       0.00000000       0.00000000       0.00000000
    -25.47328406       0.00000000       0.00000000       0.00000000
    -25.44607267       0.00000000       0.00000000       0.00000000
    -25.41886129       0.00000000       0.00000000       0.00000000
    -25.39164991       0.00000000       0.00000000       0.00000000
    -25.36443852       0.00000000       0.00000000       0.00000000
    -25.33722714       0.00000000       0.00000000       0.00000000
    -25.31001575       0.00000000       0.00000000       0.00000000
    -25.28280437       0.00000000       0.00000000       0.00000000
    -25.25559299       0.00000000       0.00000000       0.00000000
    -25.22838160       0.00000000       0.00000000       0.00000000
    -25.20117022       0.00000000       0.00000000       0.00000000
    -25.17395883       0.00000000       0.00000000       0.00000000
    -25.14674745       0.00000000       0.00000000       0.00000000
    -25.11953607       0.00000000       0.00000000       0.00000000
    -25.09232468       0.00000000       0.00000000       0.00000000
    -25.06511330       0.00000000       0.00000000       0.00000000
    -25.03790191       0.00000000       0.00000000       0.00000000
    -25.01069053       0.00000000       0.00000000       0.00000000
    -24.98347915       0.00000000       0.00000000       0.00000000
    -24.95626776       0.00000000       0.00000000       0.00000000
    -24.92905638       0.00000000       0.00000000       0.00000000
    -24.90184499       0.00000000       0.00000000       0.00000000
    -24.87463361       0.00000000       0.00000000       0.00000000
    -24.84742223       0.00000000       0.00000000       0.00000000
    -24.82021084       0.00000000       0.00000000       0.00000000
    -24.79299946       0.00000000       0.00000000       0.00000000
    -24.76578807       0.00000000       0.00000000       0.00000000
    -24.73857669       0.00000000       0.00000000       0.00000000
    -24.71136531       0.00000000       0.00000000       0.00000000
    -24.68415392       0.00000000       0.00000000       0.00000000
    -24.65694254       0.00000000       0.00000000       0.00000000
    -24.62973115       0.00000000       0.00000000       0.00000000
    -24.60251977       0.00000000       0.00000000       0.00000000
    -24.57530839       0.00000000       0.00000000       0.00000000
    -24.54809700       0.00000000       0.00000000       0.00000000
    -24.52088562       0.00000000       0.00000000       0.00000000
    -24.49367423       0.00000000       0.00000000       0.00000000
